Segment,Retailer,Manufacturer,Brand,PPG_Item_No,# of consecutive missing days,# of missing instances
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617051732,Total missing days,0 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617055914,12+,2
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617055914,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617057925,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617057925,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058014,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058014,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058663,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058663,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058717,12+,3
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058717,Total missing days,126 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058762,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058762,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058816,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617058816,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617059615,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617059615,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617059714,4-12,15
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617059714,12+,2
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617059714,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617061113,4-12,1
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617061113,12+,1
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617061113,Total missing days,35 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617062554,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617062554,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617063735,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617063735,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617063780,4+,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617063780,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064121,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064121,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064527,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064527,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064770,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064770,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064879,4-12,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064879,12+,1
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064879,Total missing days,112 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064923,4+,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064923,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064978,4+,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617064978,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065029,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065029,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065074,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065074,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065128,4+,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065128,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065173,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065173,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065227,4+,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065227,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065272,4+,12
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065272,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065371,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065371,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065470,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065470,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065722,4+,11
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617065722,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070085,4-12,3
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070085,12+,2
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070085,Total missing days,70 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070436,4-12,9
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070436,12+,1
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070436,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070740,4-12,20
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070740,12+,1
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070740,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070887,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617070887,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617071624,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617071624,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617073987,4+,3
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617073987,Total missing days,21 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617074007,4+,3
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617074007,Total missing days,21 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617074564,4+,10
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617074564,Total missing days,70 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617075363,Total missing days,0 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617075387,4+,2
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617075387,Total missing days,14 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617409885,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617409885,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617409908,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617409908,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Crunchie,Item_9300617065425,4+,12
Block,Woolworths,Mondelez,Crunchie,Item_9300617065425,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Crunchie,Item_9300617069799,4+,22
Block,Woolworths,Mondelez,Crunchie,Item_9300617069799,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Crunchie,Item_9300617071662,4+,22
Block,Woolworths,Mondelez,Crunchie,Item_9300617071662,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Dream,Item_9300617041115,4+,22
Block,Woolworths,Mondelez,Dream,Item_9300617041115,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Dream,Item_9300617066361,4+,11
Block,Woolworths,Mondelez,Dream,Item_9300617066361,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Dream,Item_9300617069102,12+,1
Block,Woolworths,Mondelez,Dream,Item_9300617069102,Total missing days,28 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617056331,4+,22
Block,Woolworths,Mondelez,Freddo,Item_9300617056331,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617062998,4-12,11
Block,Woolworths,Mondelez,Freddo,Item_9300617062998,12+,4
Block,Woolworths,Mondelez,Freddo,Item_9300617062998,Total missing days,147 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617064671,4+,11
Block,Woolworths,Mondelez,Freddo,Item_9300617064671,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617065524,4+,11
Block,Woolworths,Mondelez,Freddo,Item_9300617065524,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617065579,4+,11
Block,Woolworths,Mondelez,Freddo,Item_9300617065579,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617070009,4+,22
Block,Woolworths,Mondelez,Freddo,Item_9300617070009,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Freddo,Item_9300617070238,4+,22
Block,Woolworths,Mondelez,Freddo,Item_9300617070238,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Green & Blacks,Item_5011835103953,4+,22
Block,Woolworths,Mondelez,Green & Blacks,Item_5011835103953,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Green & Blacks,Item_5011835104356,12+,2
Block,Woolworths,Mondelez,Green & Blacks,Item_5011835104356,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Green & Blacks,Item_9300617074489,4+,2
Block,Woolworths,Mondelez,Green & Blacks,Item_9300617074489,Total missing days,14 days 00:00:00
Block,Woolworths,Mondelez,Milka,Item_7622210078100,4-12,7
Block,Woolworths,Mondelez,Milka,Item_7622210078100,12+,2
Block,Woolworths,Mondelez,Milka,Item_7622210078100,Total missing days,119 days 00:00:00
Block,Woolworths,Mondelez,Moro,Item_9300617065623,4+,11
Block,Woolworths,Mondelez,Moro,Item_9300617065623,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Moro,Item_9300617067511,4-12,1
Block,Woolworths,Mondelez,Moro,Item_9300617067511,12+,1
Block,Woolworths,Mondelez,Moro,Item_9300617067511,Total missing days,98 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617041061,4+,22
Block,Woolworths,Mondelez,Old Gold,Item_9300617041061,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617041078,4-12,5
Block,Woolworths,Mondelez,Old Gold,Item_9300617041078,12+,2
Block,Woolworths,Mondelez,Old Gold,Item_9300617041078,Total missing days,105 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617041146,4+,22
Block,Woolworths,Mondelez,Old Gold,Item_9300617041146,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617041153,4+,22
Block,Woolworths,Mondelez,Old Gold,Item_9300617041153,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617041160,4+,22
Block,Woolworths,Mondelez,Old Gold,Item_9300617041160,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617065876,4+,12
Block,Woolworths,Mondelez,Old Gold,Item_9300617065876,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617065920,4+,11
Block,Woolworths,Mondelez,Old Gold,Item_9300617065920,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617065975,4-12,11
Block,Woolworths,Mondelez,Old Gold,Item_9300617065975,12+,1
Block,Woolworths,Mondelez,Old Gold,Item_9300617065975,Total missing days,105 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617066026,4+,12
Block,Woolworths,Mondelez,Old Gold,Item_9300617066026,Total missing days,84 days 00:00:00
Block,Woolworths,Mondelez,Old Gold,Item_9300617066071,4+,11
Block,Woolworths,Mondelez,Old Gold,Item_9300617066071,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Picnic,Item_9300617050162,4-12,2
Block,Woolworths,Mondelez,Picnic,Item_9300617050162,12+,3
Block,Woolworths,Mondelez,Picnic,Item_9300617050162,Total missing days,112 days 00:00:00
Block,Woolworths,Mondelez,Picnic,Item_9300617067443,4+,22
Block,Woolworths,Mondelez,Picnic,Item_9300617067443,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Aero,Item_9300605062559,4+,22
Block,Woolworths,Nestle,Aero,Item_9300605062559,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Crunch,Item_9300684104652,4+,22
Block,Woolworths,Nestle,Crunch,Item_9300684104652,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605030527,4+,22
Block,Woolworths,Nestle,Kit Kat,Item_9300605030527,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605099517,4+,17
Block,Woolworths,Nestle,Kit Kat,Item_9300605099517,Total missing days,119 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605111363,4+,22
Block,Woolworths,Nestle,Kit Kat,Item_9300605111363,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605117563,4-12,11
Block,Woolworths,Nestle,Kit Kat,Item_9300605117563,12+,1
Block,Woolworths,Nestle,Kit Kat,Item_9300605117563,Total missing days,91 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605117587,4+,22
Block,Woolworths,Nestle,Kit Kat,Item_9300605117587,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605123014,4+,22
Block,Woolworths,Nestle,Kit Kat,Item_9300605123014,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Kit Kat,Item_9300605123984,4+,16
Block,Woolworths,Nestle,Kit Kat,Item_9300605123984,Total missing days,112 days 00:00:00
Block,Woolworths,Nestle,Milky Bar,Item_9300605061828,4+,22
Block,Woolworths,Nestle,Milky Bar,Item_9300605061828,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Milky Bar,Item_9300605120457,4+,22
Block,Woolworths,Nestle,Milky Bar,Item_9300605120457,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Milky Bar,Item_9300605228771,4+,22
Block,Woolworths,Nestle,Milky Bar,Item_9300605228771,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Rolo,Item_9300684108858,4+,22
Block,Woolworths,Nestle,Rolo,Item_9300684108858,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Smarties,Item_9300605037649,4+,22
Block,Woolworths,Nestle,Smarties,Item_9300605037649,Total missing days,154 days 00:00:00
Block,Woolworths,Nestle,Smarties,Item_9300605099302,4+,12
Block,Woolworths,Nestle,Smarties,Item_9300605099302,Total missing days,84 days 00:00:00
Block,Woolworths,Private Label,Woolworths,Item_9300633577759,Total missing days,0 days 00:00:00
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990329,4-12,2
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990329,12+,2
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990329,Total missing days,77 days 00:00:00
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990336,4-12,2
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990336,12+,6
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990336,Total missing days,147 days 00:00:00
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990367,4-12,1
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990367,12+,1
Block,Woolworths,Private Label,Woolworths Select,Item_9300633990367,Total missing days,42 days 00:00:00
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682040822,4-12,16
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682040822,12+,2
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682040822,Total missing days,140 days 00:00:00
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682044516,4+,22
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682044516,Total missing days,154 days 00:00:00
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682046473,4-12,18
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682046473,12+,1
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682046473,Total missing days,154 days 00:00:00
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682050098,4+,22
Gifting,Coles,Mars Wrigley,Celebrations,Item_9300682050098,Total missing days,154 days 00:00:00
Gifting,Coles,Mars Wrigley,M&M's,Item_9300682043007,4+,22
Gifting,Coles,Mars Wrigley,M&M's,Item_9300682043007,Total missing days,154 days 00:00:00
Gifting,Coles,Mars Wrigley,Maltesers,Item_9300682041348,4+,22
Gifting,Coles,Mars Wrigley,Maltesers,Item_9300682041348,Total missing days,154 days 00:00:00
Gifting,Coles,Mars Wrigley,Maltesers,Item_9300682053723,4+,22
Gifting,Coles,Mars Wrigley,Maltesers,Item_9300682053723,Total missing days,154 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682044516,4+,22
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682044516,Total missing days,154 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682046473,4-12,13
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682046473,12+,3
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682046473,Total missing days,147 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682050098,4-12,17
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682050098,12+,2
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682050098,Total missing days,154 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Celebrations,Item_9300682051149,Total missing days,0 days 00:00:00
Gifting,Woolworths,Mars Wrigley,M&M's,Item_9300682043007,4+,22
Gifting,Woolworths,Mars Wrigley,M&M's,Item_9300682043007,Total missing days,154 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682041348,4+,22
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682041348,Total missing days,154 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682050876,12+,1
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682050876,Total missing days,140 days 00:00:00
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682053747,4-12,20
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682053747,12+,1
Gifting,Woolworths,Mars Wrigley,Maltesers,Item_9300682053747,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Airwaves,Item_9300613100403,4+,22
Gum,Coles,Mars Wrigley,Airwaves,Item_9300613100403,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Eclipse,Item_9300613102223,4+,22
Gum,Coles,Mars Wrigley,Eclipse,Item_9300613102223,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Eclipse,Item_9300613102254,4+,22
Gum,Coles,Mars Wrigley,Eclipse,Item_9300613102254,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093519441,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093519441,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093545037,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093545037,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093545044,4-12,8
Gum,Coles,Mars Wrigley,Extra,Item_0000093545044,12+,3
Gum,Coles,Mars Wrigley,Extra,Item_0000093545044,Total missing days,105 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093548625,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093548625,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093550321,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093550321,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093551342,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093551342,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093552615,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093552615,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093554848,4+,8
Gum,Coles,Mars Wrigley,Extra,Item_0000093554848,Total missing days,56 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093554855,4+,8
Gum,Coles,Mars Wrigley,Extra,Item_0000093554855,Total missing days,56 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093554862,4+,8
Gum,Coles,Mars Wrigley,Extra,Item_0000093554862,Total missing days,56 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093554879,4+,8
Gum,Coles,Mars Wrigley,Extra,Item_0000093554879,Total missing days,56 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093613361,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093613361,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093613385,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093613385,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_0000093613910,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_0000093613910,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613005067,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613005067,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613060165,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613060165,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613060172,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613060172,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613100335,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613100335,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613103541,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613103541,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613104548,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613104548,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613106696,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613106696,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613106726,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613106726,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613108614,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613108614,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613108638,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613108638,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613109604,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613109604,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613109673,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613109673,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613110563,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613110563,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613110587,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613110587,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613110600,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613110600,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613110624,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613110624,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613111003,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613111003,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613111379,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613111379,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613112109,4-12,18
Gum,Coles,Mars Wrigley,Extra,Item_9300613112109,12+,2
Gum,Coles,Mars Wrigley,Extra,Item_9300613112109,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Extra,Item_9300613113854,4+,22
Gum,Coles,Mars Wrigley,Extra,Item_9300613113854,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613200,4-12,8
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613200,12+,4
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613200,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613583,4+,22
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613583,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613590,4+,22
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_0000093613590,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613002158,4-12,9
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613002158,12+,6
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613002158,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613101295,4+,22
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613101295,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613101301,4+,22
Gum,Coles,Mars Wrigley,Hubba Bubba,Item_9300613101301,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Juicy Fruit,Item_9300613002059,4-12,20
Gum,Coles,Mars Wrigley,Juicy Fruit,Item_9300613002059,12+,1
Gum,Coles,Mars Wrigley,Juicy Fruit,Item_9300613002059,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Juicy Fruit,Item_9300613051064,4+,22
Gum,Coles,Mars Wrigley,Juicy Fruit,Item_9300613051064,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,P.K.,Item_9300613050197,4+,22
Gum,Coles,Mars Wrigley,P.K.,Item_9300613050197,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,P.K.,Item_9300613051057,4+,22
Gum,Coles,Mars Wrigley,P.K.,Item_9300613051057,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Starburst,Item_9300613112512,4-12,13
Gum,Coles,Mars Wrigley,Starburst,Item_9300613112512,12+,3
Gum,Coles,Mars Wrigley,Starburst,Item_9300613112512,Total missing days,147 days 00:00:00
Gum,Coles,Mars Wrigley,Starburst,Item_9300613112543,4+,22
Gum,Coles,Mars Wrigley,Starburst,Item_9300613112543,Total missing days,154 days 00:00:00
Gum,Coles,Mars Wrigley,Starburst,Item_9300613113397,4+,22
Gum,Coles,Mars Wrigley,Starburst,Item_9300613113397,Total missing days,154 days 00:00:00
