Segment,Retailer,Manufacturer,Brand,PPG_Item_No,# of consecutive missing days,# of missing instances
Block,Coles,Mondelez,Dream,Item_9300617041115,4+,22
Block,Coles,Mondelez,Dream,Item_9300617041115,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Dream,Item_9300617066361,4+,10
Block,Coles,Mondelez,Dream,Item_9300617066361,Total missing days,70 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617056331,4+,22
Block,Coles,Mondelez,Freddo,Item_9300617056331,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617062998,4-12,8
Block,Coles,Mondelez,Freddo,Item_9300617062998,12+,3
Block,Coles,Mondelez,Freddo,Item_9300617062998,Total missing days,140 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617064671,4-12,9
Block,Coles,Mondelez,Freddo,Item_9300617064671,12+,1
Block,Coles,Mondelez,Freddo,Item_9300617064671,Total missing days,84 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617065524,4+,13
Block,Coles,Mondelez,Freddo,Item_9300617065524,Total missing days,91 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617065579,4+,12
Block,Coles,Mondelez,Freddo,Item_9300617065579,Total missing days,84 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617070009,4+,22
Block,Coles,Mondelez,Freddo,Item_9300617070009,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Freddo,Item_9300617070238,4+,22
Block,Coles,Mondelez,Freddo,Item_9300617070238,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_5011835100211,4-12,20
Block,Coles,Mondelez,Green & Blacks,Item_5011835100211,12+,1
Block,Coles,Mondelez,Green & Blacks,Item_5011835100211,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_5011835103946,4+,22
Block,Coles,Mondelez,Green & Blacks,Item_5011835103946,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_5011835103953,4+,22
Block,Coles,Mondelez,Green & Blacks,Item_5011835103953,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_5011835104356,4+,22
Block,Coles,Mondelez,Green & Blacks,Item_5011835104356,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074175,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074175,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074199,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074199,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074281,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074281,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074342,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074342,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074359,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074359,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074465,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074465,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074489,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074489,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Green & Blacks,Item_9300617074502,4+,1
Block,Coles,Mondelez,Green & Blacks,Item_9300617074502,Total missing days,7 days 00:00:00
Block,Coles,Mondelez,Milka,Item_3045140105502,4+,22
Block,Coles,Mondelez,Milka,Item_3045140105502,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Milka,Item_7622210078100,4+,22
Block,Coles,Mondelez,Milka,Item_7622210078100,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Moro,Item_9300617065623,4-12,10
Block,Coles,Mondelez,Moro,Item_9300617065623,12+,1
Block,Coles,Mondelez,Moro,Item_9300617065623,Total missing days,84 days 00:00:00
Block,Coles,Mondelez,Moro,Item_9300617067511,4+,22
Block,Coles,Mondelez,Moro,Item_9300617067511,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617041061,4+,22
Block,Coles,Mondelez,Old Gold,Item_9300617041061,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617041078,4+,22
Block,Coles,Mondelez,Old Gold,Item_9300617041078,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617041146,4+,22
Block,Coles,Mondelez,Old Gold,Item_9300617041146,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617041153,4+,22
Block,Coles,Mondelez,Old Gold,Item_9300617041153,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617041160,4+,22
Block,Coles,Mondelez,Old Gold,Item_9300617041160,Total missing days,154 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617065876,4-12,11
Block,Coles,Mondelez,Old Gold,Item_9300617065876,12+,1
Block,Coles,Mondelez,Old Gold,Item_9300617065876,Total missing days,91 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617065920,4+,12
Block,Coles,Mondelez,Old Gold,Item_9300617065920,Total missing days,84 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617065975,4+,10
Block,Coles,Mondelez,Old Gold,Item_9300617065975,Total missing days,70 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617066026,4+,10
Block,Coles,Mondelez,Old Gold,Item_9300617066026,Total missing days,70 days 00:00:00
Block,Coles,Mondelez,Old Gold,Item_9300617066071,4+,12
Block,Coles,Mondelez,Old Gold,Item_9300617066071,Total missing days,84 days 00:00:00
Block,Coles,Mondelez,Picnic,Item_9300617067443,4+,22
Block,Coles,Mondelez,Picnic,Item_9300617067443,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Aero,Item_9300605062559,4+,22
Block,Coles,Nestle,Aero,Item_9300605062559,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Allens,Item_9300605116917,4+,22
Block,Coles,Nestle,Allens,Item_9300605116917,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Allens,Item_9300605123250,4+,22
Block,Coles,Nestle,Allens,Item_9300605123250,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Crunch,Item_9300684104652,4+,22
Block,Coles,Nestle,Crunch,Item_9300684104652,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605030527,4+,22
Block,Coles,Nestle,Kit Kat,Item_9300605030527,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605096134,4+,22
Block,Coles,Nestle,Kit Kat,Item_9300605096134,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605099517,4+,15
Block,Coles,Nestle,Kit Kat,Item_9300605099517,Total missing days,105 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605111363,4+,22
Block,Coles,Nestle,Kit Kat,Item_9300605111363,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605112391,4-12,13
Block,Coles,Nestle,Kit Kat,Item_9300605112391,12+,3
Block,Coles,Nestle,Kit Kat,Item_9300605112391,Total missing days,133 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605112414,4+,19
Block,Coles,Nestle,Kit Kat,Item_9300605112414,Total missing days,133 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605112704,4-12,18
Block,Coles,Nestle,Kit Kat,Item_9300605112704,12+,2
Block,Coles,Nestle,Kit Kat,Item_9300605112704,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605112728,4+,1
Block,Coles,Nestle,Kit Kat,Item_9300605112728,Total missing days,7 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605113732,4-12,15
Block,Coles,Nestle,Kit Kat,Item_9300605113732,12+,2
Block,Coles,Nestle,Kit Kat,Item_9300605113732,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605117563,4+,22
Block,Coles,Nestle,Kit Kat,Item_9300605117563,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605117587,4+,22
Block,Coles,Nestle,Kit Kat,Item_9300605117587,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605123014,4+,22
Block,Coles,Nestle,Kit Kat,Item_9300605123014,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Kit Kat,Item_9300605123984,4+,15
Block,Coles,Nestle,Kit Kat,Item_9300605123984,Total missing days,105 days 00:00:00
Block,Coles,Nestle,Milky Bar,Item_9300605061828,4+,22
Block,Coles,Nestle,Milky Bar,Item_9300605061828,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Milky Bar,Item_9300605120457,4+,22
Block,Coles,Nestle,Milky Bar,Item_9300605120457,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Milky Bar,Item_9300605228771,4+,22
Block,Coles,Nestle,Milky Bar,Item_9300605228771,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Rolo,Item_9300684108858,4+,1
Block,Coles,Nestle,Rolo,Item_9300684108858,Total missing days,7 days 00:00:00
Block,Coles,Nestle,Smarties,Item_9300605037649,4+,22
Block,Coles,Nestle,Smarties,Item_9300605037649,Total missing days,154 days 00:00:00
Block,Coles,Nestle,Smarties,Item_9300605099302,4+,1
Block,Coles,Nestle,Smarties,Item_9300605099302,Total missing days,7 days 00:00:00
Block,Coles,Nestle,Violet Crumble,Item_9312211108972,4+,9
Block,Coles,Nestle,Violet Crumble,Item_9312211108972,Total missing days,63 days 00:00:00
Block,Coles,Private Label,Coles,Item_9300601769285,4+,22
Block,Coles,Private Label,Coles,Item_9300601769285,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645091716,4+,22
Block,Coles,Private Label,Coles,Item_9310645091716,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645091723,4+,22
Block,Coles,Private Label,Coles,Item_9310645091723,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645091730,4+,22
Block,Coles,Private Label,Coles,Item_9310645091730,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645118703,4+,22
Block,Coles,Private Label,Coles,Item_9310645118703,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645118710,4+,22
Block,Coles,Private Label,Coles,Item_9310645118710,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645118727,4+,22
Block,Coles,Private Label,Coles,Item_9310645118727,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645118734,4+,22
Block,Coles,Private Label,Coles,Item_9310645118734,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645207186,4+,22
Block,Coles,Private Label,Coles,Item_9310645207186,Total missing days,154 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645221397,Total missing days,0 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645245386,4+,1
Block,Coles,Private Label,Coles,Item_9310645245386,Total missing days,7 days 00:00:00
Block,Coles,Private Label,Coles,Item_9310645259185,4+,1
Block,Coles,Private Label,Coles,Item_9310645259185,Total missing days,7 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500630161,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500630161,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500654570,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500654570,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500659117,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500659117,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500659124,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500659124,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661509,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661509,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661516,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661516,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661523,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661523,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661790,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500661790,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500663312,4+,22
Block,Woolworths,All Other Manufacturer,Frey,Item_7616500663312,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Ritter,Item_4000417020000,4+,22
Block,Woolworths,All Other Manufacturer,Ritter,Item_4000417020000,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Ritter,Item_4000417021007,4+,22
Block,Woolworths,All Other Manufacturer,Ritter,Item_4000417021007,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Sweet Williams,Item_9311259421883,Total missing days,0 days 00:00:00
Block,Woolworths,All Other Manufacturer,Sweet Williams,Item_9311259422033,Total missing days,0 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142000852,Total missing days,0 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002221,4+,22
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002221,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002269,4+,22
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002269,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002276,4+,22
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002276,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002337,4+,2
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002337,Total missing days,14 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002351,12+,1
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002351,Total missing days,84 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002375,4+,22
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142002375,Total missing days,154 days 00:00:00
Block,Woolworths,All Other Manufacturer,Whittakers,Item_9403142004843,Total missing days,0 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881100579,4-12,3
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881100579,12+,4
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881100579,Total missing days,133 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881910932,Total missing days,0 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881910949,Total missing days,0 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881910956,Total missing days,0 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881910963,Total missing days,0 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881910970,Total missing days,0 days 00:00:00
Block,Woolworths,Darrell Lea,Darrell Lea,Item_9310881911069,Total missing days,0 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920022538,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920022538,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920022545,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920022545,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920022569,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920022569,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920044752,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt,Item_3046920044752,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt,Item_8013108697005,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt,Item_8013108697005,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt,Item_8013108697012,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt,Item_8013108697012,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010047,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010047,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010382,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010382,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010603,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010603,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010801,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920010801,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920011013,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920011013,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920027281,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920027281,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028004,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028004,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028363,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028363,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028370,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028370,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028752,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920028752,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920029674,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920029674,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920029698,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920029698,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920029780,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920029780,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920084000,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920084000,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920091435,4-12,15
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920091435,12+,3
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_3046920091435,Total missing days,147 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_7610400068833,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_7610400068833,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_7610400070577,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_7610400070577,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_9542009984,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_9542009984,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Excellence,Item_9542045371,Total missing days,0 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Lindor,Item_7610400014632,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Lindor,Item_7610400014632,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Lindor,Item_7610400014649,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Lindor,Item_7610400014649,Total missing days,154 days 00:00:00
Block,Woolworths,Lindt & Sprungli,Lindt Lindor,Item_7610400074193,4+,22
Block,Woolworths,Lindt & Sprungli,Lindt Lindor,Item_7610400074193,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049283,4+,22
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049283,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049290,4-12,2
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049290,12+,3
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049290,Total missing days,140 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049306,4+,22
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049306,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049313,4-12,1
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049313,12+,4
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049313,Total missing days,119 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049337,4+,22
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682049337,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051415,4+,22
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051415,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051422,4-12,2
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051422,12+,3
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051422,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051439,4+,22
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682051439,Total missing days,154 days 00:00:00
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682054362,4+,2
Block,Woolworths,Mars Wrigley,M&M's,Item_9300682054362,Total missing days,14 days 00:00:00
Block,Woolworths,Mars Wrigley,Maltesers,Item_9300682052061,4+,2
Block,Woolworths,Mars Wrigley,Maltesers,Item_9300682052061,Total missing days,14 days 00:00:00
Block,Woolworths,Mars Wrigley,Maltesers,Item_9300682052092,4-12,2
Block,Woolworths,Mars Wrigley,Maltesers,Item_9300682052092,12+,1
Block,Woolworths,Mars Wrigley,Maltesers,Item_9300682052092,Total missing days,28 days 00:00:00
Block,Woolworths,Mondelez,Boost,Item_9300617067269,4+,11
Block,Woolworths,Mondelez,Boost,Item_9300617067269,Total missing days,77 days 00:00:00
Block,Woolworths,Mondelez,Boost,Item_9300617067474,4+,22
Block,Woolworths,Mondelez,Boost,Item_9300617067474,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046806,4-12,11
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046806,12+,2
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046806,Total missing days,112 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046844,4-12,3
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046844,12+,7
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046844,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046882,4-12,16
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046882,12+,3
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046882,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046929,12+,4
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617046929,Total missing days,147 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617052418,Total missing days,0 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Coco,Item_9300617053729,Total missing days,0 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617003328,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617003328,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617003373,4-12,5
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617003373,12+,5
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617003373,Total missing days,140 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617021902,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617021902,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617022008,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617022008,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617026358,Total missing days,0 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041092,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041092,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041177,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041177,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041184,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041184,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041207,12+,4
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041207,Total missing days,133 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041214,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041214,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041221,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041221,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041238,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041238,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041245,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041245,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041252,4-12,1
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041252,12+,3
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041252,Total missing days,63 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041269,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041269,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041276,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041276,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041283,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617041283,Total missing days,154 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617051176,Total missing days,0 days 00:00:00
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617051220,4+,22
Block,Woolworths,Mondelez,Cadbury Purple,Item_9300617051220,Total missing days,154 days 00:00:00
