Segment,Year,Month,PPG_Item_No,No_of_Unique_Items,Absent_items,New_items,Period
Self Consumption,2017,12,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682015639' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682037891' 'Item_9300682038911'
 'Item_9300682045421' 'Item_9300682046480' 'Item_9300682050203'
 'Item_9300682050494' 'Item_9300682052825' 'Item_9300682052856'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682510' 'Item_93682664' 'Item_93682763' 'Item_5000159001335'
 'Item_93682671' 'Item_9300682049832']",28,set(),{'Item_9300682049832'},2017-12
Self Consumption,2018,01,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682015639' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682050203' 'Item_9300682050494'
 'Item_9300682052825' 'Item_9300682052856' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682510' 'Item_93682664'
 'Item_93682763' 'Item_5000159001335' 'Item_9300682049832'
 'Item_9300682051507']",27,"{'Item_9300682037891', 'Item_93682671'}",{'Item_9300682051507'},2018-01
Self Consumption,2018,02,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682015639' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682037891' 'Item_9300682038911'
 'Item_9300682045421' 'Item_9300682046480' 'Item_9300682050203'
 'Item_9300682050494' 'Item_9300682051507' 'Item_9300682052825'
 'Item_9300682052856' 'Item_93682022' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682510' 'Item_93682664' 'Item_93682763'
 'Item_5000159001335' 'Item_9300682049832' 'Item_9300682048651']",29,set(),"{'Item_9300682037891', 'Item_9300682048651'}",2018-02
Self Consumption,2018,03,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682015639' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682050203' 'Item_9300682050494'
 'Item_9300682051507' 'Item_9300682052825' 'Item_9300682052856'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682510' 'Item_93682664' 'Item_93682763' 'Item_5000159001335'
 'Item_9300682049832' 'Item_9300682052283']",28,"{'Item_9300682037891', 'Item_9300682048651'}",{'Item_9300682052283'},2018-03
Self Consumption,2018,04,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682035507' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682050203' 'Item_9300682050494' 'Item_9300682051507'
 'Item_9300682052283' 'Item_9300682052825' 'Item_9300682052856'
 'Item_93682091' 'Item_93682152' 'Item_93682459' 'Item_93682510'
 'Item_93682664' 'Item_93682763' 'Item_5000159001335' 'Item_9300682015639']",26,"{'Item_93682022', 'Item_9300682049832'}",set(),2018-04
Self Consumption,2018,05,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682035507' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682050203' 'Item_9300682050494' 'Item_9300682051507'
 'Item_9300682052283' 'Item_9300682052825' 'Item_9300682052856'
 'Item_93682091' 'Item_93682152' 'Item_93682459' 'Item_93682510'
 'Item_93682664' 'Item_93682763' 'Item_5000159001335']",25,{'Item_9300682015639'},set(),2018-05
Self Consumption,2018,06,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682035507' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682050203' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682510' 'Item_93682664' 'Item_93682763'
 'Item_5000159001335' 'Item_9300682050494']",25,set(),set(),2018-06
Self Consumption,2018,07,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682035507' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682050203'
 'Item_9300682050494' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682510' 'Item_93682763'
 'Item_5000159001335' 'Item_9300682015639' 'Item_9300682046480'
 'Item_93682664' 'Item_40000508830']",28,set(),"{'Item_40000508830', 'Item_9300682015639', 'Item_93682022'}",2018-07
Self Consumption,2018,08,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682035507' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_93682022' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682510' 'Item_93682763' 'Item_40000508830'
 'Item_5000159001335' 'Item_9300682050203']",25,"{'Item_9300682050494', 'Item_9300682015639', 'Item_93682664'}",set(),2018-08
Self Consumption,2018,09,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_9300682002585' 'Item_9300682006149'
 'Item_9300682035507' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_93682022' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682510' 'Item_93682763' 'Item_40000508830'
 'Item_5000159001335' 'Item_9300682050494' 'Item_93682664'
 'Item_6221134006193' 'Item_9300682050203']",28,set(),"{'Item_9300682050494', 'Item_93682664', 'Item_6221134006193'}",2018-09
Self Consumption,2018,10,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682510' 'Item_93682763'
 'Item_40000508830' 'Item_5000159001335' 'Item_9300682050494'
 'Item_9300682015639' 'Item_93682664']",28,{'Item_9300682050203'},{'Item_9300682015639'},2018-10
Self Consumption,2018,11,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682510' 'Item_93682763'
 'Item_40000508830' 'Item_5000159001335' 'Item_93682664']",26,"{'Item_9300682050494', 'Item_9300682015639'}",set(),2018-11
Self Consumption,2018,12,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682050203' 'Item_9300682051507'
 'Item_9300682052283' 'Item_9300682052825' 'Item_9300682052856'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682763' 'Item_40000508830' 'Item_5000159001335' 'Item_93682664'
 'Item_93682510']",27,set(),{'Item_9300682050203'},2018-12
Self Consumption,2019,01,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682053761' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682763' 'Item_40000508830'
 'Item_5000159001335' 'Item_93682510' 'Item_9300682035507'
 'Item_9300682050203']",27,{'Item_93682664'},{'Item_9300682053761'},2019-01
Self Consumption,2019,02,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_9300682053761'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682510' 'Item_93682763' 'Item_40000508830' 'Item_5000159001335']",26,{'Item_9300682050203'},set(),2019-02
Self Consumption,2019,03,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_9300682053761'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682510' 'Item_93682763' 'Item_40000508830' 'Item_5000159001335']",26,set(),set(),2019-03
Self Consumption,2019,04,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682038911' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682053761' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682510' 'Item_93682763'
 'Item_40000508830' 'Item_5000159001335' 'Item_93682664'
 'Item_9300682035507' 'Item_0000093555296']",28,set(),"{'Item_0000093555296', 'Item_93682664'}",2019-04
Self Consumption,2019,05,"['Item_5000159022521' 'Item_5000159023948' 'Item_5000159459228'
 'Item_5000159470292' 'Item_6221134006193' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035507' 'Item_9300682035514'
 'Item_9300682035521' 'Item_9300682038911' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_9300682053761'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682510' 'Item_93682763' 'Item_40000508830' 'Item_5000159001335'
 'Item_9300682015639' 'Item_9300682054669']",28,"{'Item_0000093555296', 'Item_93682664'}","{'Item_9300682015639', 'Item_9300682054669'}",2019-05
Self Consumption,2019,06,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_6221134006193'
 'Item_9300682002585' 'Item_9300682006149' 'Item_9300682035507'
 'Item_9300682035514' 'Item_9300682035521' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_9300682053761'
 'Item_9300682054669' 'Item_93682022' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682763' 'Item_40000508830' 'Item_5000159001335'
 'Item_9300682015639' 'Item_93682510' 'Item_93682664' 'Item_9300682038911'
 'Item_9300682050494']",31,set(),"{'Item_9300682050494', 'Item_0000093555296', 'Item_93682664'}",2019-06
Self Consumption,2019,07,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_6221134006193'
 'Item_9300682002585' 'Item_9300682006149' 'Item_9300682035507'
 'Item_9300682035514' 'Item_9300682035521' 'Item_9300682045421'
 'Item_9300682046480' 'Item_9300682051507' 'Item_9300682052283'
 'Item_9300682052825' 'Item_9300682052856' 'Item_9300682053761'
 'Item_9300682054669' 'Item_93682022' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682763' 'Item_40000508830' 'Item_5000159001335'
 'Item_9300682015639' 'Item_93682510']",28,"{'Item_9300682038911', 'Item_9300682050494', 'Item_93682664'}",set(),2019-07
Self Consumption,2019,08,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682045421' 'Item_9300682046480' 'Item_9300682051507'
 'Item_9300682052283' 'Item_9300682052825' 'Item_9300682052856'
 'Item_9300682053761' 'Item_9300682054669' 'Item_93682022' 'Item_93682091'
 'Item_93682152' 'Item_93682459' 'Item_93682763' 'Item_40000508830'
 'Item_5000159001335' 'Item_6221134006193' 'Item_9300682015639'
 'Item_93682510' 'Item_9300682035507' 'Item_9300682044264']",29,set(),{'Item_9300682044264'},2019-08
Self Consumption,2019,09,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682053761' 'Item_9300682054669'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682763' 'Item_40000508830' 'Item_5000159001335'
 'Item_9300682035507' 'Item_93682510' 'Item_93682664']",28,"{'Item_9300682015639', 'Item_6221134006193'}",{'Item_93682664'},2019-09
Self Consumption,2019,10,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682053761' 'Item_9300682054669'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682763' 'Item_5000159001335' 'Item_9300682015639'
 'Item_9300682035507' 'Item_40000508830' 'Item_6221134006193'
 'Item_93682510']",29,{'Item_93682664'},"{'Item_9300682015639', 'Item_6221134006193'}",2019-10
Self Consumption,2019,11,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682053761' 'Item_9300682054669'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682763' 'Item_5000159001335' 'Item_9300682050494'
 'Item_6221134006193']",26,"{'Item_93682510', 'Item_40000508830', 'Item_9300682015639', 'Item_9300682035507'}",{'Item_9300682050494'},2019-11
Self Consumption,2019,12,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682053761' 'Item_9300682054669'
 'Item_93682022' 'Item_93682091' 'Item_93682152' 'Item_93682459'
 'Item_93682664' 'Item_93682763' 'Item_5000159001335' 'Item_6221134006193'
 'Item_9300682015639' 'Item_93682510' 'Item_9300682035507']",29,{'Item_9300682050494'},"{'Item_93682510', 'Item_9300682015639', 'Item_93682664', 'Item_9300682035507'}",2019-12
Self Consumption,2020,01,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682054669' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682664' 'Item_5000159001335' 'Item_9300682015639'
 'Item_9300682037891' 'Item_9300682053761' 'Item_93682022' 'Item_93682763']",27,"{'Item_93682510', 'Item_9300682035507', 'Item_6221134006193'}",{'Item_9300682037891'},2020-01
Self Consumption,2020,02,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682054669' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682664' 'Item_93682763' 'Item_5000159001335'
 'Item_9300682053761' 'Item_93682022']",25,"{'Item_9300682037891', 'Item_9300682015639'}",set(),2020-02
Self Consumption,2020,03,"['Item_0000093555296' 'Item_5000159022521' 'Item_5000159023948'
 'Item_5000159459228' 'Item_5000159470292' 'Item_9300682002585'
 'Item_9300682006149' 'Item_9300682035514' 'Item_9300682035521'
 'Item_9300682044264' 'Item_9300682045421' 'Item_9300682046480'
 'Item_9300682051507' 'Item_9300682052283' 'Item_9300682052825'
 'Item_9300682052856' 'Item_9300682054669' 'Item_93682091' 'Item_93682152'
 'Item_93682459' 'Item_93682664' 'Item_93682763' 'Item_5000159001335'
 'Item_9300682038911' 'Item_9300682053761' 'Item_93682510' 'Item_93682022']",27,set(),"{'Item_9300682038911', 'Item_93682510'}",2020-03
Sharepacks,2017,04,"['Item_9300682002820' 'Item_9300682003896' 'Item_9300682007726'
 'Item_9300682035613' 'Item_9300682035620' 'Item_9300682035637'
 'Item_9300682035651' 'Item_9300682036276' 'Item_9300682036290'
 'Item_9300682036313' 'Item_9300682042260' 'Item_9300682042581']",12,"{'Item_9300682044264', 'Item_9300682052283', 'Item_0000093555296', 'Item_5000159001335', 'Item_9300682035521', 'Item_9300682051507', 'Item_9300682052856', 'Item_5000159459228', 'Item_9300682035514', 'Item_93682763', 'Item_93682664', 'Item_93682152', 'Item_93682091', 'Item_9300682046480', 'Item_5000159470292', 'Item_93682510', 'Item_5000159022521', 'Item_5000159023948', 'Item_9300682038911', 'Item_93682459', 'Item_9300682002585', 'Item_9300682054669', 'Item_93682022', 'Item_9300682045421', 'Item_9300682006149', 'Item_9300682053761', 'Item_9300682052825'}","{'Item_9300682042260', 'Item_9300682003896', 'Item_9300682035620', 'Item_9300682036276', 'Item_9300682007726', 'Item_9300682035637', 'Item_9300682035613', 'Item_9300682036290', 'Item_9300682035651', 'Item_9300682036313', 'Item_9300682042581', 'Item_9300682002820'}",2017-04
Sharepacks,2017,05,"['Item_9300682002820' 'Item_9300682003896' 'Item_9300682007726'
 'Item_9300682035613' 'Item_9300682035620' 'Item_9300682035637'
 'Item_9300682035651' 'Item_9300682036276' 'Item_9300682036290'
 'Item_9300682036313' 'Item_9300682042260' 'Item_9300682042581'
 'Item_9300613112598']",13,set(),{'Item_9300613112598'},2017-05
Sharepacks,2017,06,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-06
Sharepacks,2017,07,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-07
Sharepacks,2017,08,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-08
Sharepacks,2017,09,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-09
Sharepacks,2017,10,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-10
Sharepacks,2017,11,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-11
Sharepacks,2017,12,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2017-12
Sharepacks,2018,01,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2018-01
Sharepacks,2018,02,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2018-02
Sharepacks,2018,03,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2018-03
Sharepacks,2018,04,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2018-04
Sharepacks,2018,05,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581']",13,set(),set(),2018-05
Sharepacks,2018,06,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306']",14,set(),{'Item_9300682052306'},2018-06
Sharepacks,2018,07,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306']",14,set(),set(),2018-07
Sharepacks,2018,08,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306' 'Item_9300682052863']",15,set(),{'Item_9300682052863'},2018-08
Sharepacks,2018,09,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306' 'Item_9300682052863']",15,set(),set(),2018-09
Sharepacks,2018,10,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306' 'Item_9300682052863']",15,set(),set(),2018-10
Sharepacks,2018,11,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306' 'Item_9300682052863']",15,set(),set(),2018-11
Sharepacks,2018,12,"['Item_9300613112598' 'Item_9300682002820' 'Item_9300682003896'
 'Item_9300682007726' 'Item_9300682035613' 'Item_9300682035620'
 'Item_9300682035637' 'Item_9300682035651' 'Item_9300682036276'
 'Item_9300682036290' 'Item_9300682036313' 'Item_9300682042260'
 'Item_9300682042581' 'Item_9300682052306' 'Item_9300682052863']",15,set(),set(),2018-12
