Segment,Retailer,Manufacturer,Brand,APN,Year,Month,Sales_max,Sales_min,Sales_mean,Sales_std,Sales_median,Unit_sales_max,Unit_sales_min,Unit_sales_mean,Unit_sales_std,Unit_sales_median
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,4,704.84,517.28,583.784,79.10126345387927,539.78,196.0,144.0,162.4,21.87007087322764,150.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,5,727.18,567.73,628.7925,69.85688196830235,610.13,226.0,164.0,187.5,29.422213830143146,180.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,6,734.02,661.3,690.2574999999999,32.79724416776511,682.855,205.0,184.0,192.25,9.535023160258536,190.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,7,726.01,499.81,609.1719999999999,102.2100497505015,593.82,258.0,182.0,211.2,29.5584167370311,208.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,8,933.1,475.75,721.92,226.3302052312064,739.415,398.0,174.0,292.0,113.54881475970295,298.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,9,1045.3,570.26,808.2049999999999,267.4152347318056,808.6300000000001,446.0,208.0,327.0,133.99004938178555,327.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,10,567.43,247.5,407.5179999999999,123.29742320908407,378.52,207.0,90.0,148.4,45.02554830315785,138.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,11,1211.88,839.38,1087.77,168.82820025102444,1149.91,441.0,306.0,396.25,61.32087735836793,419.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2017,12,1683.28,803.19,1307.282,338.9519427145978,1417.68,718.0,293.0,516.2,167.91873034298467,518.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,1,819.61,508.63,651.42,155.88114318287506,638.72,298.0,187.0,237.75,55.65593708970619,233.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,2,1495.65,674.86,1087.0900000000001,365.5477985161448,1088.925,624.0,247.0,433.5,174.4333683674084,431.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,3,1404.52,638.08,899.61,349.47591304695095,777.92,512.0,232.0,327.5,127.69886452118516,283.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,4,1515.77,1113.61,1367.7459999999999,151.85203860995756,1402.66,559.0,405.0,499.4,57.24770737767584,511.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,5,2042.51,1461.71,1735.355,305.112285833702,1718.6,857.0,532.0,687.0,171.9321571628375,679.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,6,1546.59,1322.11,1449.9374999999998,93.54157199698257,1465.525,563.0,490.0,530.5,30.18277654557314,534.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,7,1812.75,1056.44,1449.136,290.62304783000263,1413.81,660.0,396.0,531.2,101.85136228838573,521.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,8,1901.79,1684.82,1800.715,98.46810668096212,1808.125,692.0,613.0,655.5,35.78174581170312,658.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,9,2793.05,1785.76,2188.848,398.27277947406856,2186.3,1211.0,651.0,871.2,235.07488168666598,804.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,10,1984.44,1728.32,1892.7525,113.05975805593553,1929.125,733.0,632.0,692.25,42.867042507424436,702.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,11,2200.94,1799.5,1992.52,201.63972822834302,1984.8200000000002,951.0,656.0,795.5,154.25195838843237,787.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2018,12,1875.62,1106.16,1622.792,308.6765467605208,1741.28,684.0,403.0,591.6,112.87736708481468,634.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,1,2057.28,1359.82,1766.7625000000003,293.2675329654933,1824.975,907.0,510.0,751.0,169.5582495781317,793.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,2,2086.1,1586.15,1906.6974999999998,227.5140765425295,1977.27,917.0,588.0,807.25,150.19847979701171,862.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,3,1577.1,1342.57,1456.078,92.12385993867166,1422.99,574.0,489.0,530.4,33.29864862122786,519.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,4,1529.01,1252.94,1392.435,132.23156468861734,1393.895,561.0,458.0,508.75,48.67151802303545,508.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,5,1467.76,1346.71,1420.5875,53.47771521858425,1433.94,542.0,490.0,519.0,22.06052281036573,522.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,6,1542.33,1384.22,1455.416,64.9144385325791,1449.51,564.0,515.0,534.6,19.90728509867681,528.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,7,1772.9,1471.07,1672.25,136.41007025387347,1722.515,787.0,543.0,655.5,101.81191809737537,646.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,8,4429.37,2953.91,3539.02,671.2166574214319,3386.3999999999996,1786.0,1150.0,1386.5,282.5331838917333,1305.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,9,3527.95,1242.14,2222.3720000000003,918.5278275425301,1824.28,1299.0,544.0,858.8,303.7642177742468,796.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,10,3001.89,2743.41,2927.1274999999996,123.26387045007672,2981.605,1098.0,1014.0,1075.75,41.18555572042216,1095.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,11,4110.93,3011.28,3459.385,525.6502817463339,3357.665,1810.0,1099.0,1404.75,355.3508829312234,1355.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2019,12,6027.09,2632.2,3693.4700000000003,1342.1896624359763,3272.32,2640.0,1113.0,1474.4,654.2540026625745,1200.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2020,1,3040.5,2427.29,2753.65,291.3649792499662,2773.4049999999997,1107.0,884.0,1002.5,105.89460168803065,1009.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2020,2,3790.12,2577.379,3218.3597500000005,597.6684320927867,3252.9700000000003,1656.0,938.0,1309.0,369.4987595829428,1321.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000019,2020,3,2589.18,2210.34,2428.5074999999997,160.21010608468697,2457.255,810.0,697.0,763.25,48.48625234710008,773.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,4,205.76,133.16,172.772,27.16335619911501,173.72,57.0,37.0,48.0,7.449832212875669,48.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,5,274.18,145.64,221.8675,54.8810880449723,233.825,85.0,41.0,65.75,18.997806890972093,68.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,6,198.82,117.72,165.785,35.34490015075254,173.3,56.0,33.0,46.25,9.912113800799505,48.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,7,277.49,131.58,187.43800000000002,54.67698848693113,170.33,118.0,48.0,69.2,28.11938832905154,62.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,8,437.15,187.26,279.83,111.51503426294887,247.45499999999998,284.0,69.0,138.0,99.6694536957036,99.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,9,305.12,93.22,212.89000000000001,96.10855043473846,226.60999999999999,204.0,69.0,151.0,61.24812922313084,165.5
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,10,40.73,7.26,22.966,15.108549897326347,15.38,34.0,5.0,18.8,13.64551208273255,11.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,11,7.1,2.35,5.33,2.5959006144303753,6.54,7.0,1.0,4.333333333333333,3.055050463303893,5.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2017,12,11.0,11.0,11.0,,11.0,4.0,4.0,4.0,,4.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,1,6.5,2.75,4.625,2.6516504294495533,4.625,3.0,1.0,2.0,1.4142135623730951,2.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,3,2.75,2.75,2.75,0.0,2.75,1.0,1.0,1.0,0.0,1.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,4,2.75,2.75,2.75,,2.75,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,5,2.75,2.75,2.75,,2.75,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,6,8.25,2.75,5.5,3.8890872965260113,5.5,3.0,1.0,2.0,1.4142135623730951,2.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,7,5.5,5.5,5.5,,5.5,2.0,2.0,2.0,,2.0
Bitesize,Coles,All Other Manufacturer,Cookie Dough Bites,655956000927,2018,8,2.75,2.75,2.75,,2.75,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,4,1815.26,1626.33,1705.416,81.71016417802622,1689.15,606.0,542.0,568.6,27.537247502246853,563.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,5,2041.68,1160.23,1692.88,401.7863328520107,1784.805,749.0,423.0,590.25,141.48586501838267,594.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,6,1717.32,60.0,568.155,773.1756282372072,247.65,574.0,20.0,189.75,258.50902627696905,82.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,7,2934.89,1779.5,2204.158,433.13002980629267,2107.06,1094.0,593.0,758.6,193.6783415872823,704.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,8,2808.91,678.5,1678.7975,892.6260984822628,1613.8899999999999,1043.0,226.0,587.0,343.74118170507296,539.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,9,3000.81,1820.36,2300.4675,510.6718553941139,2190.3500000000004,1114.0,610.0,797.25,222.0501069578666,732.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,10,3322.44,2461.21,2835.1900000000005,370.14861069575824,2664.0,1232.0,823.0,972.6,167.62249252412397,891.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,11,4421.37,2998.52,3405.705,679.4599595021524,3101.465,1640.0,1001.0,1180.25,307.2950536536506,1040.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2017,12,3530.58,235.65,1191.44,1354.349767545297,653.58,1309.0,78.0,423.6,508.76497520957554,217.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,1,2344.4,2124.93,2234.0725,115.56540554306616,2233.48,782.0,711.0,746.5,38.214307966170644,746.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,2,2785.74,2469.28,2615.505,141.69540418329234,2603.5,930.0,826.0,873.5,46.7154506917501,869.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,3,2744.74,2551.35,2685.82575,90.41349345599174,2723.6065,915.0,851.0,895.75,30.05966289453915,908.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,4,3033.52,2165.18,2689.7439999999997,366.3625306714648,2818.08,1017.0,723.0,899.4,123.71863238817345,945.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,5,4205.185,2789.33,3377.87,690.2279089667898,3258.4825,1560.0,933.0,1200.75,313.03820320636055,1155.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,6,3511.07,2055.96,3091.785,695.3962198392129,3400.0550000000003,1172.0,687.0,1034.0,232.9563621510833,1138.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,7,3772.55,989.76,2956.804,1224.7847374661394,3750.29,1261.0,333.0,989.8,409.4834550992262,1256.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,8,3864.92,3496.17,3676.885,151.49465876173122,3673.225,1307.0,1167.0,1251.25,64.79904834692148,1265.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,9,7119.85,4415.81,6302.026,1087.2728325172113,6560.62,2524.0,1725.0,2245.2,319.35121731410385,2253.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,10,6296.16,5574.32,6035.2474999999995,330.782327356929,6135.254999999999,2146.0,1922.0,2070.5,105.12690743414203,2107.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,11,5649.92,5330.22,5423.79825,152.5721098986204,5357.5265,1923.0,1782.0,1836.5,61.18006211176973,1820.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2018,12,6032.7,3347.38,4457.8,1069.902443426502,3946.8,2019.0,1119.0,1490.2,358.3960100224332,1318.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,1,6917.84,3741.15,5388.42325,1710.7792787057356,5447.3515,2624.0,1249.0,1953.5,748.2711184234406,1970.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,2,7111.15,3922.69,5464.2275,1714.686452200032,5411.535,2806.0,1313.0,2033.5,811.7037636970769,2007.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,3,3912.42,3654.67,3730.3239999999996,106.9004255370389,3675.85,1318.0,1221.0,1249.2,40.745551904471725,1227.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,4,6604.7,4155.99,5378.44,1307.6105374052834,5376.535,2601.0,1387.0,1989.0,660.128775315847,1984.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,5,6239.77,3889.69,5065.8425,1302.1075057862924,5066.955,2456.0,1301.0,1879.5,649.1894946777867,1880.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,6,4202.75,3777.6,4033.2699999999995,175.4868295627909,4013.07,1411.0,1262.0,1348.4,60.19385350681579,1340.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,7,5138.94,4188.73,4666.795,400.26794296654174,4669.755,1728.0,1407.0,1565.25,135.28088063975144,1563.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,8,4912.6,3609.76,4094.23,568.6361821059224,3927.2799999999997,1641.0,1213.0,1381.75,183.469116383839,1336.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,9,5987.86,3622.12,4661.1986,1075.7972969685322,4049.71,2354.0,1220.0,1697.0,543.5646235729474,1357.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,10,3867.51,3240.94,3552.5925,294.10239592983027,3550.96,1297.0,1093.0,1192.25,98.58794720113269,1189.5
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,11,5407.97,3341.21,4312.49,1120.8917125515147,4250.39,2127.0,1124.0,1602.75,546.9834701950934,1580.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2019,12,7359.215,3593.4,4406.073,1651.4537634672065,3699.39,2903.0,1230.0,1606.8,728.9449224735706,1247.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2020,1,3490.342,2962.86,3161.7705,239.56727578629489,3096.94,1166.0,997.0,1057.75,78.44052948996881,1034.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2020,2,5011.763,2830.1,3947.7765000000004,1187.0818333977654,3974.6215,1969.0,921.0,1458.5,572.769005213562,1472.0
Bitesize,Coles,All Other Manufacturer,Hersheys,10700021526,2020,3,2921.24,2669.0,2781.25,116.23266838544133,2767.38,869.0,787.0,822.5,37.43883901333837,817.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,4,799.57,559.07,697.57,90.64149353359092,726.08,203.0,119.0,156.2,30.540137524248312,156.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,5,825.13,678.0,749.46,60.49872450446095,747.355,175.0,144.0,159.5,12.662279942148386,159.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,6,1061.26,866.28,964.56,81.29446229602608,965.3499999999999,250.0,185.0,215.5,26.888659319497503,213.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,7,881.33,772.9,805.8919999999999,43.780588963603535,798.66,193.0,164.0,172.8,11.77709641634983,170.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,8,907.64,742.27,824.885,72.74338297513165,824.815,193.0,168.0,180.0,10.424330514074594,179.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,9,1004.35,672.79,867.6025,150.16309164260926,896.635,213.0,162.0,190.25,23.58495283014151,193.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,10,2065.07,1081.03,1539.1060000000002,350.3847897383676,1533.47,450.0,230.0,329.8,78.58880327374887,326.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,11,2083.97,1501.55,1827.1724999999997,292.21781834503753,1861.585,498.0,321.0,416.25,92.46035186319953,423.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2017,12,2668.77,1310.251,2137.0862,527.2730509064542,2231.69,647.0,279.0,483.6,137.59651158368806,529.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,1,1403.37,1176.87,1287.8575,96.09874621970887,1285.595,301.0,251.0,275.75,21.838421798899915,275.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,2,2510.3,1689.3,2010.4700000000003,356.1271958163264,1921.1399999999999,534.0,361.0,443.75,76.01041595290302,440.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,3,1909.19,1611.92,1746.595,129.85031497843968,1732.6350000000002,453.0,345.0,384.0,48.06939428229428,369.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,4,1970.35,1382.53,1651.9099999999999,269.18930402228096,1649.51,468.0,294.0,372.0,82.71336046854826,353.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,5,1692.02,1575.41,1634.9375,53.597724687403165,1636.1599999999999,361.0,335.0,351.25,11.615363389350621,354.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,6,1980.33,1593.49,1774.2024999999999,174.17531692234698,1761.495,424.0,339.0,378.25,38.19576765384703,375.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,7,3501.15,1857.67,2293.786,685.8980818095353,2046.75,886.0,403.0,518.6,206.75662020839863,435.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,8,3311.0,2224.595,2582.88125,492.4153587229484,2397.965,840.0,476.0,591.5,167.51019869448746,525.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,9,4134.63,2298.01,2927.3954,799.1324676083435,2433.357,1060.0,491.0,691.8,253.00533591211075,537.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,10,3150.25,1945.14,2394.2525,527.9231479660023,2240.81,806.0,419.0,549.5,175.48504209761012,486.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,11,2706.97,1897.86,2182.3175,367.2282366027065,2062.22,683.0,404.0,492.25,129.72374493515056,441.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2018,12,3595.26,1193.07,2569.692,1016.6565704651694,2267.28,911.0,255.0,607.2,290.6117685160049,482.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,1,2314.203,1344.9,1676.10075,435.2444764369983,1522.65,599.0,287.0,387.25,143.08127061219437,331.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,2,2643.93,1645.1,2177.28,414.2402834909548,2210.045,579.0,357.0,490.25,103.49677933797425,512.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,3,1878.61,1390.93,1660.854,179.55335232180983,1706.68,409.0,299.0,372.0,49.13247398615299,403.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,4,1604.29,1454.24,1543.1475,70.61062780016428,1557.03,345.0,325.0,338.5,9.1469484893415,342.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,5,1565.472,1214.3,1431.303,153.30455347444837,1472.72,374.0,264.0,320.5,46.57968083474453,322.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,6,1814.33,1287.69,1616.58,210.93868303371954,1720.15,422.0,274.0,369.4,63.740097270085805,394.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,7,2462.8,1732.96,2024.2900000000002,309.900344734669,1950.7,644.0,371.0,466.5,121.20643547270912,425.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,8,3716.39,1690.25,2772.3075,881.8352746545127,2841.295,1132.0,405.0,752.75,313.3362145257604,737.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,9,2056.59,704.57,1295.348,526.1255936751224,1394.36,458.0,170.0,293.4,110.24427422773485,307.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,10,2564.03,2099.9,2270.9925000000003,202.13784840631251,2210.02,563.0,452.0,513.5,51.41011573610781,519.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,11,2821.04,1709.34,2333.1025,463.96549328407326,2401.0150000000003,601.0,365.0,515.25,104.51275839181868,547.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2019,12,5209.37,1540.86,3353.1839999999997,1372.1675240764152,3066.96,1254.0,336.0,769.0,352.64996809867995,664.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2020,1,2148.035,2027.04,2109.27875,55.877586498672976,2131.02,458.0,431.0,448.75,12.175795661885914,453.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2020,2,3918.83,1937.29,2675.92,878.5313178253806,2423.78,849.0,432.0,580.0,187.56865409763967,519.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000134106,2020,3,1903.04,1256.41,1616.375,272.42848780306844,1653.025,406.0,268.0,344.5,58.134900590494404,352.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,4,423.13,276.32,358.102,64.82768906879222,367.95,105.0,59.0,80.8,17.469974241537965,77.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,5,551.58,419.07,473.1925,62.82060509896416,461.06,127.0,87.0,107.25,18.83923211457056,107.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,6,548.4,388.82,467.90000000000003,74.40579009727668,467.19,115.0,83.0,102.5,13.69914839202301,106.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,7,635.86,466.2,537.338,63.20667939387419,520.27,155.0,97.0,126.6,21.03092960380021,128.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,8,703.12,524.77,580.98,83.25194732457214,548.015,186.0,112.0,132.75,35.58440669731617,116.5
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,9,586.35,86.25,377.43000000000006,231.95494663116517,418.56000000000006,179.0,34.0,120.25,62.06649659840645,134.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,10,23.05,1.93,15.666000000000002,8.270588249937244,17.42,9.0,1.0,6.4,3.2093613071762426,8.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,11,3.35,3.35,3.35,,3.35,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2017,12,4.85,4.85,4.85,,4.85,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2018,2,4.85,4.85,4.85,,4.85,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2018,3,4.85,4.85,4.85,,4.85,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Hersheys,34000212101,2018,6,1.21,1.21,1.21,,1.21,1.0,1.0,1.0,,1.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,4,1213.35,1072.47,1146.368,57.52012013200249,1139.87,405.0,358.0,382.8,18.766992300312804,381.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,5,1435.62,837.26,1133.285,254.62583640837914,1130.13,521.0,304.0,402.75,96.5656080945316,393.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,6,1310.09,1096.96,1237.82,99.79997428189374,1272.115,437.0,366.0,412.75,33.24028680181124,424.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,7,1334.92,930.84,1231.4900000000002,171.39304011540258,1318.92,445.0,310.0,411.0,57.36287998348758,440.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,8,1267.87,639.36,909.52,267.6693598453135,865.425,424.0,213.0,304.0,89.82575725629408,289.5
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,9,1438.18,1153.37,1274.8600000000001,122.77934869784374,1253.9450000000002,482.0,386.0,427.25,41.24217097421845,420.5
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,10,1668.31,1222.58,1436.1,170.1147311375473,1416.12,557.0,410.0,480.2,56.60565342790417,472.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,11,1664.17,1342.95,1483.1324999999997,141.65394132062355,1462.705,556.0,448.0,494.75,47.619148809416295,487.5
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2017,12,1844.72,1302.45,1583.8600000000001,193.50406959544807,1587.12,652.0,435.0,547.0,81.96035627057755,529.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,1,1345.14,1317.25,1329.27,13.678204073147478,1327.345,449.0,445.0,447.25,2.0615528128088303,447.5
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,2,1471.65,1375.47,1437.6837500000001,42.81951295359782,1451.8075,491.0,459.0,480.0,14.375905768565215,485.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,3,1647.39,1540.65,1578.72,47.098668770996134,1563.42,550.0,514.0,526.5,16.031219541881406,521.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,4,1676.84,1331.49,1506.172,149.85177032654636,1467.9,559.0,444.0,503.0,49.52776998815918,494.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,5,1889.4,1587.49,1767.3325,130.6347361602827,1796.22,631.0,534.0,592.25,42.72684558135942,602.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,6,2121.1,1995.49,2068.805,58.51508210139785,2079.3149999999996,709.0,666.0,695.75,20.039544239661062,704.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,7,3688.19,1755.19,2624.922,920.0063554508739,2246.76,1452.0,588.0,963.4,421.5860529002353,751.0
Bitesize,Coles,All Other Manufacturer,Junior Mints,71720539446,2018,8,2339.44,1057.67,1605.0100000000002,545.5746032090082,1511.4650000000001,781.0,353.0,535.75,182.2441128450153,504.5
